artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,genre_code
Michael Ball;Imelda Staunton;The 2012 London Cast of Sweeney Todd,My Friends / The Ballad of Sweeney Todd,0.21,245093,0,0.357,0.248,6,-11.253,0,0.0373,0.846,0.0003,0.14,0.113,0.5149154380947685,4,opera,76
Fritz Wunderlich;Symphonieorchester Graunke;Carl Michalski,"Das Land de Lachelns, Act 2 (1986 Digital Remaster): Dein ist mein ganzes Herz",0.21,220800,0,0.195,0.198,1,-17.508,0,0.036,0.892,0.0,0.0777,0.239,0.34719688378285096,4,opera,76
Nicola Porpora;Théophile Alexandre;Guillaume Vincent,"Polifemo, HelN 31: Alto Giove - Arr. for Voice & Piano",0.21,269506,0,0.261,0.103,3,-20.002,0,0.0474,0.99,0.297,0.0855,0.0387,0.29182896964317995,4,opera,76
Il Volo,Music Proibita - Live From The Detroit Opera House,0.21,206440,0,0.267,0.338,7,-10.197,1,0.0417,0.962,0.119,0.875,0.178,0.5387267228769126,3,opera,76
Umberto Giordano;Montserrat Caballé;Leo Nucci;Astrid Varnay;Kathleen Kuhlmann;National Philharmonic Orchestra;Riccardo Chailly,"Andrea Chénier / Act 1: Il giorno intorno già s'insera lentamente! ... Via,",0.22,135400,0,0.215,0.0538,2,-25.791,1,0.051,0.979,0.000551,0.52,0.0745,0.3258386338609207,3,opera,76
Jean-Baptiste Lully;Le Concert Spirituel;Herve Niquet,Exaudiat te Dominus (Psalm 19): Gloria,0.22,115573,0,0.501,0.429,10,-15.731,1,0.0484,0.95,0.0728,0.0945,0.482,0.4745204871554657,4,opera,76
Sissel,"Vestland, Vestland",0.21,138693,0,0.285,0.121,9,-12.077,1,0.0358,0.99,0.0,0.117,0.623,0.7037251614811892,3,opera,76
Carlo Pallavicino;Lea Desandre;Jupiter;Thomas Dunford,"Pallavicino: L'Antiope: ""Sdegni, furori barbari"" (Celinda)",0.21,73666,0,0.398,0.33,1,-14.102,1,0.0665,0.806,0.000768,0.0834,0.435,0.5469240504248639,4,opera,76
Sissel;Odd Nordstoga,Jul i svingen,0.22,221560,0,0.352,0.477,9,-7.159,1,0.0284,0.134,0.00267,0.128,0.416,0.6123177686833324,4,opera,76
Russell Watson,Ricordo Ancor (Pelagia's Song) [Captain Corelli's Mandolin - Original Motion Picture Soundtrack],0.21,224493,0,0.157,0.203,7,-14.953,1,0.0364,0.881,0.259,0.159,0.124,0.317226303765429,4,opera,76
Michael Ball;Alfie Boe,Somethings Gotten Hold of My Heart,0.22,278520,0,0.599,0.583,2,-6.96,1,0.0273,0.624,7.85e-05,0.37,0.365,0.4030291077034334,4,opera,76
Jean-Philippe Rameau;Olivia Doray;Reinoud Van Mechelen;Orfeo Orchestra;Gyorgy Vashegyi,"Les fêtes d'Hébé, RCT 41, Act I Scene 5: Je vous revois, tout cède à la douceur extrême",0.22,67760,0,0.405,0.125,9,-21.547,1,0.0497,0.914,0.0,0.34,0.243,0.35233305392567754,5,opera,76
Giuseppe Verdi;Cecilia Bartoli;Luciano Pavarotti;Coro Sinfonico di Milano Giuseppe Verdi;Orchestra Sinfonica di Milano Giuseppe Verdi;Riccardo Chailly,"La traviata / Act 1: ""Libiamo ne'lieti calici"" (Brindisi)",0.22,181533,0,0.423,0.159,10,-17.058,1,0.054,0.977,3.31e-05,0.0917,0.197,0.4559727495356902,4,opera,76
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act II: No.16 bis Récit: Enfin c'est toi! (Carmen/Don JosÚ) No.17 Duo: Je vais danser en votre honneur! (Carmen)",0.22,84533,0,0.51,0.0369,0,-22.441,1,0.0574,0.98,9.44e-06,0.32,0.184,0.3949591571750242,3,opera,76
Giuseppe Verdi;Antonio Pappano;London Symphony Orchestra,"Verdi: Il trovatore, Act 2: ""Vedi! le fosche notturne"" (Anvil Chorus)",0.22,176800,0,0.426,0.397,0,-10.651,1,0.0443,0.934,0.0928,0.78,0.39,0.5231620728760908,4,opera,76
Giacomo Puccini;Dame Joan Sutherland;Sir Peter Pears;Luciano Pavarotti;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,"Turandot / Act 2: Gloria, gloria, o vincitore",0.22,247266,0,0.261,0.341,0,-11.898,1,0.0476,0.969,0.000295,0.368,0.0463,0.4417558305803461,4,opera,76
Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act II, No.18 Finale: Plus tard! / La guerre, c'est la guerre! (Zuniga/Le Dancaïro/Le Remendado/Bohémiens/Carmen/Don José/Frasquita/Mercédès/Bohémiens et Bohémiennes)",0.22,144266,0,0.363,0.301,0,-14.304,1,0.0777,0.975,2.96e-06,0.144,0.378,0.4657150370626037,4,opera,76
Giuseppe Verdi;Rolando Villazón;Wiener Philharmoniker;Carlo Rizzi,"La traviata / Act II: ""Lunge da lei"" - ""De' miei bollenti spiriti""",0.22,218973,0,0.279,0.0768,8,-24.234,1,0.0491,0.957,1.42e-06,0.0713,0.223,0.36135216869648107,4,opera,76
Giuseppe Verdi;Ghena Dimitrova;Kurt Rydl;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli;Chor der Deutschen Oper Berlin,Nabucco / Act II: Chi s'avanza? Orrenda scena,0.23,67960,0,0.505,0.42,2,-13.039,1,0.357,0.959,0.000152,0.272,0.751,0.2972486563778906,4,opera,76
Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;Karen Cargill;Stuart Neill;John Relyea;Christine Brewer,Requiem: XI. Domine Jesu Christe,0.22,257640,0,0.207,0.0431,8,-29.363,1,0.0476,0.964,0.00116,0.199,0.0575,0.5155071248952221,3,opera,76
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,"Verdi: Aida, Act 1: ""Mortal, diletto ai numi"" (Ramfis, Sacerdoti)",0.22,67333,0,0.329,0.273,3,-13.182,0,0.0472,0.992,0.102,0.143,0.134,0.37583205956313787,4,opera,76
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,"Verdi: Aida, Act 2: ""Chi mai fra gl'inni e i plausi"" (Schiave, Amneris)",0.22,172066,0,0.19,0.0638,7,-24.536,0,0.0413,0.987,0.0032,0.167,0.0496,0.3631847542034416,4,opera,76
Luciano Pavarotti,Nessun Dorma,0.49,183666,0,0.174,0.327,2,-14.295,1,0.0613,0.944,0.000249,0.655,0.272,0.35138388968328316,3,opera,76
André Rieu;Johann Strauss Orchestra,Only Love,0.51,219266,0,0.118,0.267,7,-12.754,1,0.0322,0.884,0.825,0.106,0.0652,0.33490294692898115,1,opera,76
Andrea Bocelli,Come un fiume tu,0.21,285193,0,0.2,0.464,5,-7.261,1,0.0468,0.897,2.3e-06,0.383,0.113,0.3761361208355932,4,opera,76
Andrea Bocelli,Libertà,0.21,237555,0,0.443,0.618,3,-6.319,1,0.0473,0.489,1.52e-05,0.187,0.32,0.5917730881120259,4,opera,76
Andrea Bocelli;Cecilia Bartoli,Pianissimo,0.21,268448,0,0.3,0.171,7,-15.237,1,0.0355,0.971,0.11,0.113,0.2,0.5226854362868365,4,opera,76
Celtic Woman,Be Still,0.21,95653,0,0.287,0.0489,0,-15.993,1,0.0325,0.93,0.0,0.095,0.182,0.4258295942014694,3,opera,76
Richard Wagner;Slovak Philharmonic;Michael Halasz,Lohengrin: Prelude,0.48,596000,0,0.0667,0.047,9,-25.426,1,0.0425,0.928,0.9,0.0652,0.0281,0.3100027940765577,4,opera,76
Il Volo,E Piu’ Ti Penso,0.21,287106,0,0.235,0.318,2,-9.582,1,0.0333,0.928,0.0136,0.111,0.101,0.36492283417977417,4,opera,76
Sol3 Mio,Hallelujah,0.21,232859,0,0.24,0.275,9,-9.744,0,0.0381,0.928,8.82e-05,0.117,0.191,0.7237315714215274,3,opera,76
Josh Groban,The Moon Is a Harsh Mistress,0.21,225866,0,0.254,0.151,8,-15.31,1,0.0333,0.943,0.00415,0.13,0.12,0.5678714067353681,4,opera,76
Andrea Bocelli,A mio padre,0.21,237013,0,0.468,0.318,9,-14.52,0,0.0362,0.89,0.474,0.185,0.241,0.7971582597833768,4,opera,76
Collabro,All of Me,0.2,257959,0,0.405,0.365,8,-8.152,1,0.0281,0.627,0.0,0.107,0.0761,0.4856105057278569,4,opera,76
Andrea Bocelli,"L'amore è una cosa meravigliosa - From ""Love Is A Many-Splendored Thing""",0.21,203662,0,0.205,0.338,0,-10.787,0,0.0319,0.863,2.02e-05,0.11,0.148,0.3418265042815114,4,opera,76
Josh Groban,London Hymn,0.2,116600,0,0.136,0.485,3,-8.6,1,0.035,0.964,0.911,0.123,0.186,0.33362506779744583,4,opera,76
Celtic Thunder;Keith Harkin,Lauren & I,0.21,201640,0,0.18,0.393,5,-7.567,1,0.0319,0.168,8.67e-06,0.134,0.067,0.7046209095540983,3,opera,76
Gioachino Rossini;Royal Philharmonic Orchestra;Philip Ellis,"Overture, William Tell (Finale)",0.43,211453,0,0.358,0.414,4,-16.572,1,0.036,0.812,0.528,0.0849,0.616,0.6152803116217148,4,opera,76
Il Volo,Mattinata - Live From The Detroit Opera House,0.21,163453,0,0.286,0.426,4,-7.736,1,0.0403,0.924,6.22e-06,0.94,0.34,0.3390611902766136,4,opera,76
André Rieu;Johann Strauss Orchestra,A Whiter Shade Of Pale,0.21,323000,0,0.132,0.424,0,-8.962,1,0.0341,0.78,0.884,0.0566,0.0653,0.3243101096264155,4,opera,76
"Ruggero Leoncavallo;Plácido Domingo;Orchestra Del Teatro Alla Scala, Milano;Georges Prêtre","Pagliacci / Act 1: ""Vesti la giubba""",0.21,162000,0,0.256,0.262,4,-17.517,1,0.0374,0.965,0.199,0.0965,0.0944,0.375881366796509,4,opera,76
Celtic Woman,Going Home,0.21,241986,0,0.43,0.369,2,-7.828,1,0.0279,0.471,0.0,0.172,0.108,0.31206548000591683,4,opera,76
André Rieu,Intermezzo from Cavalleria Rusticana,0.22,202306,0,0.0849,0.301,5,-13.287,1,0.043,0.88,0.86,0.263,0.0365,0.30099600611409694,5,opera,76
Giacomo Puccini;Il Volo;Plácido Domingo,Tosca: E lucevan le stelle - Live,0.22,188733,0,0.238,0.311,11,-7.547,0,0.0373,0.982,0.00394,0.689,0.0559,0.3590758180891803,4,opera,76
Filippa Giordano,"Quando, Quando, Quando",0.2,212000,0,0.302,0.578,9,-4.132,1,0.033,0.676,4.21e-06,0.13,0.5,0.7231933007905592,4,opera,76
Giuseppe Verdi;Luciano Pavarotti;Dame Joan Sutherland;The London Opera Chorus;National Philharmonic Orchestra;Richard Bonynge,La traviata / Act 1: Libiamo ne'lieti calici,0.52,167026,0,0.395,0.246,10,-16.601,1,0.0644,0.967,7.77e-06,0.505,0.208,0.45207336916325624,1,opera,76
Andrea Bocelli,Amapola - Live,0.21,247066,0,0.2,0.499,3,-9.604,1,0.0586,0.854,0.00147,0.975,0.0895,0.6024891934980194,4,opera,76
Il Volo,E Piu’ Ti Penso - Live From The Detroit Opera House,0.21,294000,0,0.105,0.372,2,-8.029,1,0.0398,0.922,0.0296,0.978,0.0694,0.31942047565044457,4,opera,76
Jussi Björling;RCA Victor Orchestra;Robert Merrill;Renato Cellini,Les Pecheurs des Perles: Au fond du temple saint (Rec. 1951),0.2,276360,0,0.104,0.44,3,-8.321,1,0.0414,0.987,0.906,0.103,0.182,0.29968525549364755,4,opera,76
André Rieu;Johann Strauss Orchestra,"Second Waltz - From ""Jazz Suite Nr. 2"" / Live",0.22,227360,0,0.118,0.627,0,-7.689,0,0.0473,0.724,0.0421,0.973,0.487,0.7704131946156502,3,opera,76
Nightwish,Orphanage Airlines,0.21,274240,0,0.144,0.327,5,-13.468,0,0.0467,0.556,0.865,0.116,0.123,0.31192988511414627,4,opera,76
Filippa Giordano,Funículi Funícula,0.2,197000,0,0.489,0.654,7,-4.25,1,0.0451,0.86,4.42e-05,0.157,0.181,0.544109429186595,4,opera,76
Emmerich Kálmán;Anneliese Rothenberger;Willy Mattes;Symphonieorchester Graunke,"Die Csárdásfürstin · Operette in 3 Akten (1988 Digital Remaster), Dritter Akt: Tausend kleine Engel singen (Sylva - Stasi - Edwin - Boni)",0.21,66600,0,0.2,0.232,2,-13.084,1,0.0331,0.958,0.000392,0.537,0.278,0.32901895041335893,4,opera,76
Ruggero Leoncavallo;Franco Corelli;Orchestra Sinfonica Nazionale della RAI di Torino;Arturo Basile,Pagliacci: Act I: Vesti la giubba,0.21,174706,0,0.149,0.284,4,-9.617,1,0.036,0.976,0.104,0.345,0.0707,0.33374422694475947,3,opera,76
André Rieu;Tanja Derwahl,All I Ask Of You,0.21,271053,0,0.0854,0.381,2,-9.906,1,0.0368,0.814,0.831,0.1,0.0781,0.2818154923327252,3,opera,76
Giacomo Puccini;Plácido Domingo,"Tosca: ""E Lucevan la Stelle"" (Placido Version)",0.22,171973,0,0.163,0.244,11,-12.077,0,0.04,0.984,0.277,0.583,0.0638,0.3016041286590076,5,opera,76
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act III: No.21 Morceau d'ensemble : Quant au douanier (Carmen/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Le Bohémiens et Bohémiennes)",0.22,179893,0,0.412,0.165,6,-16.907,1,0.0572,0.98,4.05e-05,0.13,0.314,0.5049553769537991,4,opera,76
Georges Bizet;Barry Wordsworth;London Symphony Orchestra,"Jeux d'enfants, Op. 22: III. The Spinning Top",0.22,62293,0,0.434,0.0444,4,-35.782,1,0.0438,0.985,0.953,0.126,0.382,0.31124369278306463,4,opera,76
Tomaso Albinoni;L'armonia delle Cetre;Matteo Saccà,"12 Sonate a tre - Sonata IV in A Major, Op. 3: III. Sarabanda, Allegro",0.22,93426,0,0.283,0.168,8,-11.875,1,0.0387,0.858,2.91e-06,0.122,0.502,0.7093174235326988,4,opera,76
Giacomo Puccini;Katia Ricciarelli;Ruggero Raimondi;Berliner Philharmoniker;Herbert von Karajan,"Tosca / Act II: ""Vissi d'arte, vissi d'amore""",0.22,231026,0,0.187,0.0367,3,-24.026,1,0.0463,0.984,0.084,0.104,0.037,0.3788028203737488,3,opera,76
Giuseppe Verdi;Sir Colin Davis;Christine Brewer;Karen Cargill;London Symphony Orchestra,Requiem: XIV. Agnus Dei,0.22,267973,0,0.0896,0.00597,0,-38.577,1,0.0493,0.957,0.000393,0.109,0.0381,0.7101433196916654,4,opera,76
Giuseppe Verdi;Yevgeny Nesterenko;Orchester der Deutschen Oper Berlin;Giuseppe Sinopoli,"Nabucco / Act II: Vieni, o Levita!",0.22,61266,0,0.23,0.0546,7,-23.952,1,0.0436,0.958,0.0238,0.137,0.0921,0.6692552964186512,3,opera,76
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,"Verdi: Aida, Act 2: ""Vieni, sul crin ti piovano"" (Schiave, Amneris)",0.22,97093,0,0.232,0.0847,7,-22.243,0,0.0414,0.986,0.00011,0.343,0.043,0.3694426639054616,4,opera,76
Avantasia,Lucifer,0.46,228465,0,0.268,0.643,4,-8.299,0,0.0445,0.0124,0.0,0.108,0.308,0.5388869713853689,4,opera,76
Adolphe Adam;John Williams,O Holy Night,0.43,167760,0,0.207,0.127,1,-21.067,1,0.0385,0.754,0.943,0.128,0.0386,0.33111039889551797,4,opera,76
June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,Il Rimprovero,0.2,199000,0,0.307,0.0506,7,-20.73,1,0.0524,0.986,1.62e-06,0.0505,0.0965,0.40081850007396086,3,opera,76
Richard Wagner;Members Of The Wiener Philharmoniker;Walter Weller;Sir Georg Solti,Siegfried Idyll,0.21,1099640,0,0.154,0.03,4,-28.048,1,0.0416,0.94,0.723,0.0966,0.0368,0.3647708035435465,4,opera,76
Il Volo,El Triste,0.21,273720,0,0.145,0.527,11,-7.319,0,0.037,0.833,1.26e-06,0.103,0.192,0.2756972864585901,4,opera,76
Sol3 Mio,Blue Bayou,0.2,270675,0,0.579,0.26,7,-9.869,1,0.0312,0.912,0.000218,0.114,0.345,0.3383256907121608,4,opera,76
Jules Massenet;Mischa Maisky;Daria Hovora,Elégie,0.22,132818,0,0.0787,0.0407,7,-24.943,0,0.0643,0.991,0.81,0.0971,0.0395,0.28735844715086367,4,opera,76
Three Graces,Dile,0.2,257386,0,0.393,0.418,9,-7.178,0,0.0344,0.703,0.0,0.131,0.0662,0.5107325411304505,4,opera,76
Celtic Thunder;Keith Harkin,Now We Are Free,0.21,247440,0,0.138,0.364,4,-9.997,0,0.0354,0.774,0.00618,0.111,0.125,0.28362753315911443,3,opera,76
Andrea Bocelli,Mille Lune Mille Onde - Live,0.2,243493,0,0.51,0.602,10,-8.027,1,0.039,0.556,2.73e-05,0.699,0.334,0.451707673849087,4,opera,76
Richard Wagner;Gewandhausorchester;Andris Nelsons,"Lohengrin, WWV 75: Prelude to Act I - Live",0.21,559996,0,0.066,0.0232,9,-29.646,1,0.0434,0.817,0.891,0.117,0.029,0.2982758904064559,5,opera,76
Susan Boyle,When You Wish Upon a Star,0.2,215760,0,0.174,0.298,10,-10.894,1,0.0356,0.862,3.03e-06,0.281,0.0793,0.578895682329931,3,opera,76
Sarah Brightman,One Day Like This,0.2,366400,0,0.317,0.482,10,-8.687,1,0.0315,0.444,0.0274,0.101,0.0901,0.32757260490113893,4,opera,76
Celtic Thunder;Keith Harkin,Mountains Of Mourne,0.21,197080,0,0.559,0.323,10,-9.261,1,0.0272,0.862,0.0,0.179,0.468,0.5333727791200302,3,opera,76
Il Divo,Amor Venme a Buscar,0.2,253426,0,0.422,0.419,7,-8.761,0,0.0317,0.655,4.27e-05,0.104,0.0852,0.5646048025245303,4,opera,76
Piero Cappuccilli;Margherita Rinaldi,"Rigoletto - Si, Vendetta, Tremenda Vendetta",0.21,148066,0,0.399,0.34,8,-12.811,1,0.104,0.991,0.586,0.69,0.351,0.31885344246667646,4,opera,76
Jean-Philippe Rameau;Víkingur Ólafsson,Menuets I & II,0.22,163691,0,0.245,0.0868,7,-31.493,1,0.0466,0.993,0.914,0.22,0.406,0.32493055897966894,4,opera,76
Collabro,Falling Slowly,0.2,196266,0,0.23,0.204,0,-10.662,1,0.0338,0.762,4.06e-06,0.0899,0.151,0.3073689660273162,4,opera,76
Michael Ball;Imelda Staunton,Epiphany,0.21,217293,0,0.469,0.728,7,-8.149,1,0.247,0.491,0.000119,0.416,0.443,0.4566877044195716,4,opera,76
Josh Groban;Jennifer Nettles,99 Years (with Jennifer Nettles) - Live from Madison Square Garden 2018,0.2,244381,0,0.503,0.635,5,-6.644,1,0.0312,0.594,0.0,0.968,0.257,0.5919045740676824,4,opera,76
Celtic Woman,Walking the Night/The World Falls Away,0.2,403373,0,0.284,0.232,2,-12.824,1,0.0378,0.841,6.14e-05,0.0897,0.155,0.4826192002366747,4,opera,76
The Ten Tenors,Il Libro Dell'amore (The Book of Love),0.2,220440,0,0.509,0.123,10,-13.829,1,0.0302,0.891,1.06e-06,0.111,0.289,0.394326381013428,4,opera,76
Emma Shapplin,Celtica,0.2,307693,0,0.221,0.371,7,-10.897,0,0.038,0.697,0.0153,0.156,0.122,0.3824392288348701,3,opera,76
Alfie Boe,Tell Me It's Not True - From 'Blood Brothers',0.2,214906,0,0.219,0.441,5,-9.51,1,0.0339,0.848,2.6e-05,0.0959,0.152,0.5136909751327187,4,opera,76
Celtic Thunder;Paul Byrom;Ryan Kelly,That's A Woman,0.21,307373,0,0.535,0.595,5,-6.515,0,0.0471,0.553,0.0,0.111,0.547,0.5307101885179889,4,opera,76
Celtic Thunder;Emmet Cahill,Kindred Spirits,0.21,226666,0,0.274,0.278,2,-10.629,1,0.0315,0.896,0.000144,0.13,0.136,0.39050096149105074,4,opera,76
José Carreras,Aquellos Ojos Verdes,0.2,224266,0,0.276,0.227,3,-14.881,1,0.0438,0.991,0.343,0.131,0.128,0.46767499958910635,4,opera,76
Giorgia Fumanti,Libertango - Radio Edit,0.2,200566,0,0.536,0.46,7,-9.103,1,0.0336,0.937,0.87,0.0898,0.304,0.5010765412619363,4,opera,76
Tomaso Albinoni;Rex Richardson;Classic FM Radio Orchestra;Grigor Palikarov,"Concerto Saint Marc, Op. 6 No. 11: III. Andante",0.21,94866,0,0.13,0.101,7,-19.387,0,0.0393,0.772,0.931,0.124,0.109,0.35209473563105037,4,opera,76
Michael Ball;Alfie Boe,"You'll Be Back - From ""Hamilton""",0.21,211226,0,0.699,0.443,0,-10.318,1,0.0595,0.766,5.16e-06,0.109,0.477,0.49365580263958053,4,opera,76
Gioachino Rossini;Antonio Pappano;Gabriele Gemignani;Orchestra dell'Accademia Nazionale di Santa Cecilia,Rossini: Guillaume Tell: Overture,0.21,694013,0,0.188,0.076,7,-21.202,1,0.0558,0.883,0.0864,0.0735,0.109,0.3350878490541229,4,opera,76
Gioachino Rossini;Fernanda Costa;Gloria Banditelli;Orchestra del Teatro Comunale di Bologna;Riccardo Chailly,"La Cenerentola / Act 1: ""No, no, no non v'è""",0.21,98906,0,0.494,0.143,7,-18.039,1,0.057,0.979,0.00034,0.563,0.23,0.5510617490919251,3,opera,76
Alfredo Kraus,"Los Pescadores de Perlas ""Mi Par D'udir Ancora""",0.21,277093,0,0.173,0.173,2,-7.737,1,0.0376,0.975,9.42e-06,0.0787,0.0766,0.6898657199677859,4,opera,76
Giuseppe Verdi;Zsuzsa Csonka;Franco de Grandis;Maurizio Frusoni;Daniela Longhi;Jozsef Mukk;Sandor Pasztor;Roberto Servile;Janos Tandari;Irina Tchistjakova;Budapest Festival Chorus;Hungarian State Opera Orchestra;Will Humburg,Il trovatore: Act I: Di tale amor che dirsi,0.22,146520,0,0.494,0.217,8,-18.311,1,0.151,0.939,0.0104,0.0982,0.293,0.560730075768782,4,opera,76
Gioachino Rossini;Maria Callas;Tullio Serafin;Orchestra del Maggio Musicale Fiorentino,"Rossini: Armida, Act 2: ""D'amore al dolce impero"" (Armida, Chorus) [Live]",0.21,401973,0,0.209,0.336,5,-13.447,1,0.084,0.994,0.163,0.517,0.182,0.29560919086830034,3,opera,76
Georges Bizet;Alain Vanzo;Georges Prêtre;Orchestre de l'Opéra National de Paris;Paris Opera Orchestra,"Les Pêcheurs de perles, Act I: Je crois entendre encore (Nadir)",0.22,191880,0,0.208,0.0747,9,-24.345,0,0.0435,0.982,0.000335,0.0945,0.0627,0.3521399339283072,3,opera,76
Georges Bizet;Nicolas Cavallier;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act II, No.18 Finale: Holà! Carmen! holà! holà! (Zuniga/Don José/Carmen)",0.21,74800,0,0.43,0.186,7,-19.105,1,0.0614,0.984,0.000203,0.364,0.307,0.5240496030767713,3,opera,76
Giacomo Puccini;Sir Peter Pears;Luciano Pavarotti;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,"Turandot / Act 2: ""Un giuramento atroce mi costringe""",0.21,242666,0,0.307,0.0887,5,-22.738,1,0.0538,0.949,1.42e-06,0.176,0.0371,0.4233025984911986,3,opera,76
Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,Zaïs: Overture - Live,0.21,347000,0,0.367,0.349,1,-15.256,1,0.0532,0.872,0.74,0.1,0.244,0.522015679700212,3,opera,76
Giacomo Puccini;Sabin Markov;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,Turandot / Act 2: Popolo di Pekino,0.21,108240,0,0.246,0.0603,7,-20.853,1,0.0395,0.974,0.051,0.104,0.0386,0.31219285702545896,4,opera,76
Georges Bizet;Maria Callas;Nicolai Gedda;Choeurs Rene Duclos;Choeurs D'Enfants Jean Pesneaud;Orchestre de l'Opéra National de Paris;Georges Prêtre;Orchestre du Théâtre National de l'Opéra Paris;Paris Opera Orchestra,"Carmen (1997 - Remaster), Act I: Carmen! sur tes pas",0.22,87746,0,0.272,0.126,9,-20.155,0,0.0468,0.91,0.000272,0.125,0.122,0.3440453297832125,4,opera,76
Georges Bizet;Angela Gheorghiu;Michel Plasson;Orchestre National Du Capitole De Toulouse,"Carmen, Act III, No.19 Sextuor et Choeur: Notre métier est bien (Carmen/Don José/Frasquita/Mercédès/Le Dancaïro/Le Remendado/Bohémiens et Bohémiennes)",0.22,100600,0,0.363,0.195,3,-16.69,1,0.0443,0.989,0.00489,0.201,0.268,0.32521407557155296,3,opera,76
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act II, No.18 Finale: Bel officier, l'amour vous joue en ce moment un assez vilain tour! (Carmen/Le Remendado/Le Dancaïro/Bohémiens/Zuniga)",0.22,79200,0,0.507,0.127,2,-22.072,1,0.0842,0.982,0.0,0.609,0.297,0.2540596288808902,3,opera,76
Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,"Carmen, Act II, No.17 Duo (continued...): Non! tu ne m'aimes pas! (Carmen/Don José)",0.22,158293,0,0.32,0.101,0,-18.386,1,0.0668,0.985,1.3e-06,0.121,0.17,0.35139621649162595,4,opera,76
Giuseppe Verdi;Sir Colin Davis;Stuart Neill;Karen Cargill;London Symphony Orchestra;John Relyea,Requiem: XV. Lux Aeterna,0.22,375320,0,0.1,0.0469,3,-31.715,1,0.0645,0.964,0.00557,0.363,0.0348,0.25275298719655503,4,opera,76
Giuseppe Verdi;Rolando Villazón;Diane Pilcher;Wiener Philharmoniker;Carlo Rizzi,"La traviata / Act II: ""Annina, donde vieni?"" - ""Oh mio rimorso!""",0.22,141426,0,0.401,0.245,0,-17.505,1,0.113,0.955,1.8e-05,0.123,0.397,0.3458203901845734,4,opera,76
Patricia Janečková;Orchester Viva Musica!,Lascia chi'o pianga - Rinaldo,0.31,263186,0,0.196,0.169,5,-14.248,1,0.0451,0.741,0.000338,0.13,0.15,0.36097003763785473,3,opera,76
Patrizio,Si malamente,0.2,272626,0,0.406,0.545,7,-6.962,0,0.0266,0.342,0.0,0.107,0.196,0.3700055881531154,4,opera,76
Maria Callas,Una Voce Poco Fa,0.31,395186,0,0.347,0.107,4,-20.752,1,0.206,0.964,2.74e-06,0.849,0.219,0.3235746100619627,3,opera,76
Giacomo Puccini;Kiri Te Kanawa;London Philharmonic Orchestra;Sir John Pritchard,O Mio Babbino Caro,0.49,150133,0,0.246,0.125,8,-17.825,1,0.0431,0.985,0.000112,0.262,0.076,0.45911197672698584,4,opera,76
André Rieu;Johann Strauss Orchestra,Silver Bells,0.29,275000,0,0.154,0.194,10,-16.004,1,0.037,0.957,0.938,0.227,0.108,0.30384349884128004,4,opera,76
Andrea Bocelli,I Love Rossini,0.21,235478,0,0.51,0.497,0,-6.353,1,0.0367,0.954,1.04e-06,0.285,0.44,0.49003582992291633,4,opera,76
Russell Watson,One More Time,0.2,231866,0,0.365,0.417,5,-8.091,0,0.0259,0.47,0.0,0.17,0.192,0.328484788718505,4,opera,76
The Ten Tenors,Bring Him Home,0.2,225133,0,0.163,0.154,9,-16.223,1,0.0376,0.962,0.00604,0.108,0.0515,0.3108779974688954,4,opera,76
Nicola Porpora;Simone Kermes;La Magnifica Comunità,Polifemo: Alto Giove,0.2,551440,0,0.216,0.048,4,-22.023,0,0.0419,0.967,0.157,0.0902,0.0595,0.3012754137698667,4,opera,76
Javier Camarena;Humberto Terán;Armando Garmendi;Red Studio,Bonita,0.2,217333,0,0.342,0.145,7,-17.581,1,0.0397,0.983,0.00421,0.719,0.0751,0.3441809246749831,1,opera,76
Celtic Woman,Shenandoah,0.2,247026,0,0.257,0.225,7,-9.137,1,0.0324,0.81,0.0,0.0802,0.264,0.436689512351462,4,opera,76
